Ser No.,C,Al,Cu,Fe,Mn,Ni,Ti,V,Cr,Mo,Nb,Zr,Liquidus,Term. Temp,Solidifcation Range,Tot Vol Frac BCC,Tot Vol Frac FCC,Tot Vol Frac BCC+FCC,Tot Vol Frac Other,Acceptable
1,0,0.0001,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0,1616.61,827.4,789.21,0.54173865,0.161854049,0.703592699,0.296407301,0
2,0,1.25,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,0,1613.62,827.38,786.24,0.598616622,0.140155262,0.738771883,0.261228117,0
3,0,2.5,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,0,1610.22,828.66,781.56,0.684441155,0.152522539,0.836963694,0.163036306,0
4,0,3.75,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,0,1606.43,816.06,790.37,0.713814204,0.133391559,0.847205763,0.152794237,0
5,0,5,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,0,1602.27,793.04,809.23,0.72718016,0.116059049,0.843239209,0.156760791,0
6,0,6.25,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,0,1598.64,711.496,887.144,0.517630109,0.149618848,0.667248957,0.332751043,0
7,0,7.5,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,0,1592.77,766.64,826.13,0.774658544,0.093382402,0.868040946,0.131959054,0
8,0,8.75,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,0,1587.85,738.88,848.97,0.663979663,0.108277398,0.772257061,0.227742939,0
9,0,10,10,10,10,10,10,10,10,10,10,0,1582.48,746.15,836.33,0.749087365,0.084117538,0.833204903,0.166795097,0
10,0,11.25,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,0,1577.66,703.997,873.663,0.723413396,0.077509386,0.800922781,0.199077219,0
11,0,12.5,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,0,1570.96,712.465,858.495,0.76880259,0.064986876,0.833789466,0.166210534,0
12,0,13.75,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,0,1564.83,746.13,818.7,0.852300762,0.044632294,0.896933056,0.103066944,0
13,0,15,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,0,1558.46,745.02,813.44,0.868093464,0.035796955,0.903890418,0.096109582,0
14,0,16.25,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,0,1551.83,756.41,795.42,0.885720896,0.020165335,0.905886231,0.094113769,0
15,0,17.5,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,0,1544.94,758.63,786.31,0.896444937,0.005601671,0.902046608,0.097953392,0
16,0,18.75,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,0,1538.58,722.151,816.429,0.912964688,0,0.912964688,0.087035312,0
17,0,20,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,0,1530.34,729.79,800.55,0.906049457,0,0.906049457,0.093950543,0
18,0,21.25,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,0,1522.62,778.34,744.28,0.908850931,0,0.908850931,0.091149069,0
19,0,22.5,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,0,1514.59,775.98,738.61,0.910505658,0,0.910505658,0.089494342,0
20,0,23.75,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,0,1506.27,804.81,701.46,0.912528851,0,0.912528851,0.087471149,0
21,0,25,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,0,1497.65,823.4,674.25,0.914700447,0,0.914700447,0.085299553,0
22,0,26.25,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,0,1488.71,840.11,648.6,0.916593048,0,0.916593048,0.083406952,0
23,0,27.5,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,0,1479.49,853.1,626.39,0.917741525,0,0.917741525,0.082258475,0
24,0,28.75,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,0,1469.97,861.05,608.92,0.911049469,0,0.911049469,0.088950531,0
25,0,30,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,0,1460.17,867.88,592.29,0.912930596,0,0.912930596,0.087069404,0
26,0,31.25,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,0,1450.1,870.08,580.02,0.915205359,0,0.915205359,0.084794641,0
27,0,32.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,0,1439.76,870.48,569.28,0.914272435,0,0.914272435,0.085727565,0
28,0,33.75,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,0,1429.19,866.88,562.31,0.91672965,0,0.91672965,0.08327035,0
29,0,35,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,0,1419.19,862.89,556.3,0.915353872,0,0.915353872,0.084646128,0
30,0,36.25,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,0,1407.37,860.36,547.01,0.915902673,0,0.915902673,0.084097327,0
31,0,37.5,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,0,1396.16,862.8,533.36,0.913549573,0,0.913549573,0.086450427,0
32,0,38.75,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,0,1384.77,865.51,519.26,0.910448336,0,0.910448336,0.089551664,0
33,0,40,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,0,1373.2,867.33,505.87,0.917988315,0,0.917988315,0.082011685,0
34,0,41.25,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,0,1361.45,867.36,494.09,0.917458556,0,0.917458556,0.082541444,0
35,0,42.5,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,0,1349.53,867.91,481.62,0.915180352,0,0.915180352,0.084819648,0
36,0,43.75,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,0,1337.43,875.41,462.02,0.91307519,0.000436446,0.913511636,0.086488364,0
37,0,45,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,0,1325.15,823.99,501.16,0.803780932,0.002491758,0.80627269,0.19372731,0
38,0,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,11.1111,11.1111,11.1111,11.1111,0,0,0,0,0,0,0,1,0
39,0,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,10.97222222,10.97222222,10.97222222,10.97222222,0,1588.14,869.38,718.76,0.763806709,0.112730614,0.876537323,0.123462677,0
40,0,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,10.83333333,10.83333333,10.83333333,10.83333333,0,1586.33,847.57,738.76,0.772286161,0.108721025,0.881007185,0.118992815,0
41,0,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,10.69444444,10.69444444,10.69444444,10.69444444,0,1584.79,825.84,758.95,0.778706267,0.103487444,0.882193711,0.117806289,0
42,0,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5,10.55555556,10.55555556,10.55555556,10.55555556,0,1583.55,804.78,778.77,0.700386788,0.123502364,0.823889152,0.176110848,0
43,0,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,10.41666667,10.41666667,10.41666667,10.41666667,0,1582.67,775.74,806.93,0.605949035,0.138726039,0.744675074,0.255324926,0
44,0,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,10.27777778,10.27777778,10.27777778,10.27777778,0,1582.17,717.888,864.282,0.680198942,0.114449623,0.794648565,0.205351435,0
45,0,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,10.13888889,10.13888889,10.13888889,10.13888889,0,1582.1,749.39,832.71,0.719964008,0.095965347,0.815929355,0.184070645,0
46,0,10,10,10,10,10,10,10,10,10,10,0,1582.48,746.15,836.33,0.749087365,0.084117538,0.833204903,0.166795097,0
47,0,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,9.861111111,9.861111111,9.861111111,9.861111111,0,1583.31,682.633,900.677,0.749560457,0.082373486,0.831933943,0.168066057,0
48,0,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,9.722222222,9.722222222,9.722222222,9.722222222,0,1584.61,683.016,901.594,0.781418841,0.072143343,0.853562183,0.146437817,0
49,0,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,9.583333333,9.583333333,9.583333333,9.583333333,0,1586.36,683.459,902.901,0.784697873,0.066592069,0.851289941,0.148710059,0
50,0,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15,9.444444444,9.444444444,9.444444444,9.444444444,0,1588.51,729.31,859.2,0.813264817,0.055283376,0.868548192,0.131451808,0
51,0,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,9.305555556,0,1591.05,728.54,862.51,0.81990652,0.042067601,0.861974121,0.138025879,0
52,0,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,9.166666667,9.166666667,9.166666667,9.166666667,0,1593.75,724.209,869.541,0.826042699,0.034697375,0.860740074,0.139259926,0
53,0,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,9.027777778,9.027777778,9.027777778,9.027777778,0,1597.08,727.48,869.6,0.842941469,0.033007986,0.875949455,0.124050545,0
54,0,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20,8.888888889,8.888888889,8.888888889,8.888888889,0,1600.5,725.156,875.344,0.851156545,0.026294002,0.877450547,0.122549453,0
55,0,8.75,8.75,8.75,8.75,8.75,21.25,8.75,8.75,8.75,8.75,0,1604.11,722.805,881.305,0.850360923,0.020875421,0.871236344,0.128763656,0
56,0,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,8.611111111,8.611111111,8.611111111,8.611111111,0,1607.88,720.716,887.164,0.853244151,0.015811878,0.869056029,0.130943971,0
57,0,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,8.472222222,8.472222222,8.472222222,8.472222222,0,1611.78,719.147,892.633,0.858615826,0.010655614,0.86927144,0.13072856,0
58,0,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25,8.333333333,8.333333333,8.333333333,8.333333333,0,1615.76,716.587,899.173,0.85963353,0.005442767,0.865076297,0.134923703,0
59,0,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,8.194444444,8.194444444,0,1619.8,711.183,908.617,0.859255347,0.002569663,0.861825011,0.138174989,0
60,0,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,8.055555556,8.055555556,0,1623.85,692.101,931.749,0.854800317,0.002468586,0.857268902,0.142731098,0
61,0,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,7.916666667,7.916666667,7.916666667,7.916666667,0,1627.9,683.537,944.363,0.850525271,0.007551653,0.858076924,0.141923076,0
62,0,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30,7.777777778,7.777777778,7.777777778,7.777777778,0,1631.92,683.798,948.122,0.841720864,0.001374761,0.843095625,0.156904375,0
63,0,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,7.638888889,7.638888889,7.638888889,7.638888889,0,1635.89,683.541,952.349,0.840481205,0.006909703,0.847390908,0.152609092,0
64,0,7.5,7.5,7.5,7.5,7.5,32.5,7.5,7.5,7.5,7.5,0,1639.78,683.517,956.263,0.836140776,0.006154378,0.842295154,0.157704846,0
65,0,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,7.361111111,7.361111111,7.361111111,7.361111111,0,1643.58,683.571,960.009,0.82824911,0.000258811,0.828507921,0.171492079,0
66,0,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35,7.222222222,7.222222222,7.222222222,7.222222222,0,1647.27,683.58,963.69,0.824569909,0,0.824569909,0.175430091,0
67,0,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,7.083333333,7.083333333,7.083333333,7.083333333,0,1650.84,683.572,967.268,0.821873929,0,0.821873929,0.178126071,0
68,0,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,6.944444444,6.944444444,6.944444444,6.944444444,0,1554.09,685.06,869.03,0.722786021,0,0.722786021,0.277213979,0
69,0,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,6.805555556,6.805555556,6.805555556,6.805555556,0,1657.54,689.703,967.837,0.817996912,0,0.817996912,0.182003088,0
70,0,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40,6.666666667,6.666666667,6.666666667,6.666666667,0,1660.65,707.156,953.494,0.819677875,0,0.819677875,0.180322125,0
71,0,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,6.527777778,6.527777778,6.527777778,6.527777778,0,1663.59,743.2,920.39,0.824893565,0,0.824893565,0.175106435,0
72,0,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,6.388888889,6.388888889,6.388888889,6.388888889,0,1666.35,749.93,916.42,0.8281255,0,0.8281255,0.1718745,0
73,0,6.25,6.25,6.25,6.25,6.25,43.75,6.25,6.25,6.25,6.25,0,1668.91,754.46,914.45,0.832081905,0,0.832081905,0.167918095,0
74,0,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45,6.111111111,6.111111111,6.111111111,6.111111111,0,1671.28,759.19,912.09,0.837112843,0,0.837112843,0.162887157,0
75,0,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,5.972222222,5.972222222,0,1673.42,762.09,911.33,0.842159729,0,0.842159729,0.157840271,0
76,0,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,5.833333333,5.833333333,0,1675.34,764.56,910.78,0.847525807,0,0.847525807,0.152474193,0
77,0,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,5.694444444,5.694444444,0,1677.87,767.54,910.33,0.852422906,0,0.852422906,0.147577094,0
78,0,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,50,5.555555556,5.555555556,5.555555556,5.555555556,0,1678.5,774.94,903.56,0.857791234,0,0.857791234,0.142208766,0
79,0,5.416666667,5.416666667,5.416666667,5.416666667,5.416666667,51.25,5.416666667,5.416666667,5.416666667,5.416666667,0,1679.72,794.7,885.02,0.85757424,0,0.85757424,0.14242576,0
80,0,5.277777778,5.277777778,5.277777778,5.277777778,5.277777778,52.5,5.277777778,5.277777778,5.277777778,5.277777778,0,1680.54,797.19,883.35,0.866242957,0,0.866242957,0.133757043,0
81,0,5.138888889,5.138888889,5.138888889,5.138888889,5.138888889,53.75,5.138888889,5.138888889,5.138888889,5.138888889,0,1681.39,787.06,894.33,0.88518199,0,0.88518199,0.11481801,0
82,0,5,5,5,5,5,55,5,5,5,5,0,1681.82,800.15,881.67,0.892369922,0,0.892369922,0.107630078,0
83,0,4.861111111,4.861111111,4.861111111,4.861111111,4.861111111,56.25,4.861111111,4.861111111,4.861111111,4.861111111,0,1681.99,802.26,879.73,0.899421795,0,0.899421795,0.100578205,0
84,0,4.722222222,4.722222222,4.722222222,4.722222222,4.722222222,57.5,4.722222222,4.722222222,4.722222222,4.722222222,0,1681.88,804.15,877.73,0.906340929,0,0.906340929,0.093659071,0
85,0,4.583333333,4.583333333,4.583333333,4.583333333,4.583333333,58.75,4.583333333,4.583333333,4.583333333,4.583333333,0,1681.35,806.72,874.63,0.905894562,0,0.905894562,0.094105438,0
86,0,4.444444444,4.444444444,4.444444444,4.444444444,4.444444444,60,4.444444444,4.444444444,4.444444444,4.444444444,0,1680.77,814.53,866.24,0.917466295,0,0.917466295,0.082533705,0
87,0,4.305555556,4.305555556,4.305555556,4.305555556,4.305555556,61.25,4.305555556,4.305555556,4.305555556,4.305555556,0,1679.77,807.96,871.81,0.921693728,0,0.921693728,0.078306272,0
88,0,4.166666667,4.166666667,4.166666667,4.166666667,4.166666667,62.5,4.166666667,4.166666667,4.166666667,4.166666667,0,1678.47,809.17,869.3,0.926224601,0,0.926224601,0.073775399,0
89,0,4.027777778,4.027777778,4.027777778,4.027777778,4.027777778,63.75,4.027777778,4.027777778,4.027777778,4.027777778,0,1579.31,808.97,770.34,0.8268652,0,0.8268652,0.1731348,0
90,0,3.888888889,3.888888889,3.888888889,3.888888889,3.888888889,65,3.888888889,3.888888889,3.888888889,3.888888889,0,1674.93,810.08,864.85,0.937679109,0,0.937679109,0.062320891,0
91,0,3.75,3.75,3.75,3.75,3.75,66.25,3.75,3.75,3.75,3.75,0,1672.69,810.65,862.04,0.943014538,0,0.943014538,0.056985462,0
92,0,3.611111111,3.611111111,3.611111111,3.611111111,3.611111111,67.5,3.611111111,3.611111111,3.611111111,3.611111111,0,1670.14,811.54,858.6,0.947586961,0,0.947586961,0.052413039,0
93,0,3.472222222,3.472222222,3.472222222,3.472222222,3.472222222,68.75,3.472222222,3.472222222,3.472222222,3.472222222,0,1667.28,812.46,854.82,0.947255443,0,0.947255443,0.052744557,0
94,0,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,70,3.333333333,3.333333333,3.333333333,3.333333333,0,1664.11,813.57,850.54,0.886389307,0,0.886389307,0.113610693,0
95,0,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,11.1111,11.1111,11.1111,0,1588.58,747.83,840.75,0.584336757,0.097774418,0.682111175,0.317888825,0
96,0,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,10.97222222,10.97222222,10.97222222,0,1587.63,751.01,836.62,0.295662051,0.097516297,0.393178347,0.606821653,0
97,0,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,10.83333333,10.83333333,10.83333333,0,1586.74,752.85,833.89,0.348201658,0.095067032,0.44326869,0.55673131,0
98,0,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,10.69444444,10.69444444,10.69444444,0,1585.9,752.15,833.75,0.377372834,0.091698207,0.469071041,0.530928959,0
99,0,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5,10.55555556,10.55555556,10.55555556,0,1585.11,751.54,833.57,0.404230373,0.088708375,0.492938748,0.507061252,0
100,0,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,6.25,10.41666667,10.41666667,10.41666667,0,1585.23,751.5,833.73,0.429808619,0.085761851,0.515570471,0.484429529,0
101,0,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,7.5,10.27777778,10.27777778,10.27777778,0,1583.69,750.96,832.73,0.454824306,0.083143183,0.537967489,0.462032511,0
102,0,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,8.75,10.13888889,10.13888889,10.13888889,0,1583.05,749.92,833.13,0.479418859,0.08103209,0.560450949,0.439549051,0
103,0,10,10,10,10,10,10,10,10,10,10,0,1582.48,746.15,836.33,0.749087365,0.084117538,0.833204903,0.166795097,0
104,0,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,11.25,9.861111111,9.861111111,9.861111111,0,1581.96,749.6,832.36,0.524624658,0.076742109,0.601366767,0.398633233,0
105,0,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,12.5,9.722222222,9.722222222,9.722222222,0,1581.5,749.48,832.02,0.545304747,0.075107682,0.620412429,0.379587571,0
106,0,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,13.75,9.583333333,9.583333333,9.583333333,0,1581.11,749.36,831.75,0.564512634,0.073521269,0.638033903,0.361966097,0
107,0,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,15,9.444444444,9.444444444,9.444444444,0,1580.79,749.34,831.45,0.582536966,0.072076833,0.654613799,0.345386201,0
108,0,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,0,1580.56,749.42,831.14,0.851554958,0.070755532,0.922310489,0.077689511,0
109,0,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,17.5,9.166666667,9.166666667,9.166666667,0,1580.41,749.7,830.71,0.615613109,0.069684733,0.685297842,0.314702158,0
110,0,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,18.75,9.027777778,9.027777778,9.027777778,0,1580.37,751.01,829.36,0.630607289,0.068263614,0.698870903,0.301129097,0
111,0,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,20,8.888888889,8.888888889,8.888888889,0,1581.29,751.44,829.85,0.644745663,0.067193072,0.711938735,0.288061265,0
112,0,8.75,8.75,8.75,8.75,8.75,8.75,21.25,8.75,8.75,8.75,0,1580.65,752.94,827.71,0.658218371,0.065906742,0.724125113,0.275874887,0
113,0,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,22.5,8.611111111,8.611111111,8.611111111,0,1581.02,753.52,827.5,0.88821314,0.064946051,0.953159191,0.046840809,1
114,0,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,23.75,8.472222222,8.472222222,8.472222222,0,1581.56,755.19,826.37,0.89361222,0.063755476,0.957367696,0.042632304,1
115,0,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,25,8.333333333,8.333333333,8.333333333,0,1582.32,756.93,825.39,0.898506014,0.062609182,0.961115197,0.038884803,1
116,0,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,8.194444444,0,1583.33,758.73,824.6,0.902961012,0.061505849,0.96446686,0.03553314,1
117,0,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,8.055555556,0,1585.43,760.57,824.86,0.906957294,0.060445667,0.967402961,0.032597039,1
118,0,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,28.75,7.916666667,7.916666667,7.916666667,0,1586.22,762.48,823.74,0.910802818,0.05941751,0.970220328,0.029779672,1
119,0,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,30,7.777777778,7.777777778,7.777777778,0,1588.95,766.27,822.68,0.914808608,0.058025473,0.97283408,0.02716592,1
120,0,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,31.25,7.638888889,7.638888889,7.638888889,0,1590.48,770.06,820.42,0.918117923,0.057023052,0.975140975,0.024859025,1
121,0,7.5,7.5,7.5,7.5,7.5,7.5,32.5,7.5,7.5,7.5,0,1593.16,775.84,817.32,0.921003019,0.055804442,0.976807461,0.023192539,1
122,0,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,33.75,7.361111111,7.361111111,7.361111111,0,1596.21,780.25,815.96,0.924282272,0.054671691,0.978953963,0.021046037,1
123,0,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,35,7.222222222,7.222222222,7.222222222,0,1599.61,785.77,813.84,0.926834371,0.053506992,0.980341363,0.019658637,1
124,0,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,36.25,7.083333333,7.083333333,7.083333333,0,1604.12,790.84,813.28,0.929045972,0.052410735,0.981456707,0.018543293,1
125,0,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,37.5,6.944444444,6.944444444,6.944444444,0,1512.76,797.88,714.88,0.674625092,0.050978819,0.725603911,0.274396089,0
126,0,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,38.75,6.805555556,6.805555556,6.805555556,0,1611.61,802.22,809.39,0.933630928,0.050094047,0.983724975,0.016275025,1
127,0,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,40,6.666666667,6.666666667,6.666666667,0,1616.12,808.79,807.33,0.935646904,0.048836965,0.984483869,0.015516131,1
128,0,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,41.25,6.527777778,6.527777778,6.527777778,0,1620.84,814.82,806.02,0.937925432,0.047602815,0.985528247,0.014471753,1
129,0,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,42.5,6.388888889,6.388888889,6.388888889,0,1625.75,820.28,805.47,0.939181184,0.046557421,0.985738605,0.014261395,1
130,0,6.25,6.25,6.25,6.25,6.25,6.25,43.75,6.25,6.25,6.25,0,1630.82,825.82,805,0.940350216,0.045344004,0.98569422,0.01430578,1
131,0,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,45,6.111111111,6.111111111,6.111111111,0,1636.83,831.99,804.84,0.941769717,0.044060516,0.985830233,0.014169767,1
132,0,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,46.25,5.972222222,5.972222222,5.972222222,0,1641.38,837.93,803.45,0.943039732,0.042748583,0.985788316,0.014211684,1
133,0,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,47.5,5.833333333,5.833333333,5.833333333,0,1646.85,844.1,802.75,0.94429091,0.041434943,0.985725854,0.014274146,1
134,0,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,48.75,5.694444444,5.694444444,5.694444444,0,1652.4,850.36,802.04,0.945388438,0.040106841,0.985495279,0.014504721,1
135,0,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,50,5.555555556,5.555555556,5.555555556,0,1658.06,855.65,802.41,0.86646508,0.038903211,0.905368291,0.094631709,0
136,0,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,0.0001,11.1111,11.1111,0,1651,742.18,908.82,0.883993421,0.062476662,0.946470083,0.053529917,0
137,0,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,1.25,10.97222222,10.97222222,0,1641.91,746.02,895.89,0.857163228,0.070256754,0.927419982,0.072580018,0
138,0,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,2.5,10.83333333,10.83333333,0,1632.97,745.94,887.03,0.83892493,0.073553627,0.912478557,0.087521443,0
139,0,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,3.75,10.69444444,10.69444444,0,1624.17,746.56,877.61,0.501386668,0.075402116,0.576788785,0.423211215,0
140,0,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,5,10.55555556,10.55555556,0,1615.53,747.29,868.24,0.814836571,0.076598002,0.891434572,0.108565428,0
