Ser No.,C,Al,Cu,Fe,Mn,Ni,Ti,V,Cr,Mo,Nb,Zr,Liquidus,Term. Temp,Solidifcation Range,Tot Vol Frac BCC,Tot Vol Frac FCC,Tot Vol Frac BCC+FCC,Tot Vol Frac Other,Acceptable
1241,0,7.136732158,1.8,0.138,7.38,8.022,64.84323451,2.520033333,0,4.8,3.36,0,1718.7,749.05,969.65,0.95888764,0,0.95888764,0.04111236,1
1242,0,8.156265323,1.2,0.092,4.92,5.348,71.96369658,2.880038095,0,3.2,2.24,0,1681.34,751.39,929.95,0.974693976,0,0.974693976,0.025306024,1
1243,0,9.175798489,0.6,0.046,2.46,2.674,79.08415865,3.240042857,0,1.6,1.12,0,1658,792.23,865.77,0.988024648,0,0.988024648,0.011975352,1
1244,0,0,0,2.559771561,0,17.04893428,34.34370427,0,0,26.81438068,19.23320921,0,2147.78,1268.65,879.13,1,0,1,-6.31E-12,1
1245,0,1.019533165,0,2.303794404,0,15.34404085,39.52979591,0.360004762,0,24.13294261,17.30988829,0,2161.62,940.21,1221.41,0.966202636,0,0.966202636,0.033797364,1
1246,0,2.039066331,0,2.047817248,0,13.63914742,44.71588756,0.720009524,0,21.45150455,15.38656737,0,2167.28,937.83,1229.45,0.9162496,0,0.9162496,0.0837504,0
1247,0,3.058599496,0,1.791840092,0,11.93425399,49.90197921,1.080014286,0,18.77006648,13.46324645,0,2162.54,941.31,1221.23,0.862456459,0,0.862456459,0.137543541,0
1248,0,4.078132662,0,1.535862936,0,10.22936057,55.08807085,1.440019047,0,16.08862841,11.53992553,0,2145.19,947.82,1197.37,0.837778827,0,0.837778827,0.162221173,0
1249,0,5.097665827,0,1.27988578,0,8.524467139,60.2741625,1.800023809,0,13.40719034,9.616604606,0,2112.62,955.22,1157.4,0.859465329,0,0.859465329,0.140534671,0
1250,0,6.117198992,0,1.023908624,0,6.819573711,65.46025414,2.160028571,0,10.72575227,7.693283684,0,2061.28,961.02,1100.26,0.897362584,0,0.897362584,0.102637416,0
1251,0,7.136732158,0,0.767931468,0,5.114680283,70.64634579,2.520033333,0,8.044314205,5.769962763,0,1986.27,968.93,1017.34,0.930421695,0,0.930421695,0.069578305,0
1252,0,8.156265323,0,0.511954312,0,3.409786856,75.83243744,2.880038095,0,5.362876137,3.846641842,0,1881.79,993.85,887.94,0.957507974,0,0.957507974,0.042492026,1
1253,0,9.175798489,0,0.255977156,0,1.704893428,81.01852908,3.240042857,0,2.681438068,1.923320921,0,1753.64,1015.88,737.76,0.980531191,0,0.980531191,0.019468809,1
1254,0,0,0,1.264301415,0,19.24724584,35.40054527,0,0,22.80900675,21.27890072,0,2122.53,932.4,1190.13,0.990149016,0,0.990149016,0.009850984,1
1255,0,1.019533165,0,1.137871273,0,17.32252126,40.48095281,0.360004762,0,20.52810608,19.15101065,0,2138.08,912.47,1225.61,0.963868271,0,0.963868271,0.036131729,1
1256,0,2.039066331,0,1.011441132,0,15.39779667,45.56136036,0.720009524,0,18.2472054,17.02312058,0,2145.21,916.13,1229.08,0.90825301,0,0.90825301,0.09174699,0
1257,0,3.058599496,0,0.88501099,0,13.47307209,50.64176791,1.080014286,0,15.96630473,14.89523051,0,2141.9,923.85,1218.05,0.843188311,0,0.843188311,0.156811689,0
1258,0,4.078132662,0,0.758580849,0,11.54834751,55.72217545,1.440019047,0,13.68540405,12.76734043,0,2125.94,933.11,1192.83,0.811483191,0,0.811483191,0.188516809,0
1259,0,5.097665827,0,0.632150707,0,9.623622921,60.802583,1.800023809,0,11.40450338,10.63945036,0,2094.58,944.18,1150.4,0.833280243,0,0.833280243,0.166719757,0
1260,0,6.117198992,0,0.505720566,0,7.698898337,65.88299054,2.160028571,0,9.123602701,8.511560289,0,2044.11,952.61,1091.5,0.877282134,0,0.877282134,0.122717866,0
1261,0,7.136732158,0,0.379290424,0,5.774173753,70.96339809,2.520033333,0,6.842702026,6.383670216,0,1969.7,971.42,998.28,0.916816877,0,0.916816877,0.083183123,0
1262,0,8.156265323,0,0.252860283,0,3.849449169,76.04380564,2.880038095,0,4.561801351,4.255780144,0,1866.42,1001.16,865.26,0.949743717,0,0.949743717,0.050256283,0
1263,0,9.175798489,0,0.126430141,0,1.924724584,81.12421318,3.240042857,0,2.280900675,2.127890072,0,1743.8,1020.56,723.24,0.976579252,0,0.976579252,0.023420748,1
1264,0,0,10,0.1,41,43.9,5,0,0,0,0,0,989.31,864.21,125.1,0,0.990013066,0.990013066,0.009986934,1
1265,0,0,9,0.09,36.9,39.51,10.3,0,0,0.7,1.2,2.3,890.67,856.38,34.29,0.14696659,0.840198084,0.987164674,0.012835326,1
1266,0,0,8,0.08,32.8,35.12,15.6,0,0,1.4,2.4,4.6,1229.81,815.73,414.08,0.312089938,0.687910062,1,8.88E-15,1
1267,0,0,7,0.07,28.7,30.73,20.9,0,0,2.1,3.6,6.9,1381.09,801.96,579.13,0.509595484,0.415193141,0.924788625,0.075211375,0
1268,0,0,6,0.06,24.6,26.34,26.2,0,0,2.8,4.8,9.2,1426.13,799.22,626.91,0.634040946,0.166814608,0.800855554,0.199144446,0
1269,0,0,5,0.05,20.5,21.95,31.5,0,0,3.5,6,11.5,1502.75,750.92,751.83,0.408312425,0.013753813,0.422066238,0.577933762,0
1270,0,0,4,0.04,16.4,17.56,36.8,0,0,4.2,7.2,13.8,1644.2,726.312,917.888,0.212098873,0,0.212098873,0.787901127,0
1271,0,0,3,0.03,12.3,13.17,42.1,0,0,4.9,8.4,16.1,1754.46,745.24,1009.22,0.261681074,0,0.261681074,0.738318926,0
1272,0,0,2,0.02,8.2,8.78,47.4,0,0,5.6,9.6,18.4,1838.92,775.17,1063.75,0.508048373,0,0.508048373,0.491951627,0
1273,0,0,1,0.01,4.1,4.39,52.7,0,0,6.3,10.8,20.7,1902.87,769.18,1133.69,0.786144281,0,0.786144281,0.213855719,0
1274,0,0,8,20,32,35,5,0,0,0,0,0,1132.08,865.95,266.13,0,0.99003027,0.99003027,0.00996973,1
1275,0,0,7.2,18,28.8,31.5,9.5,0,0,1,1.5,2.5,1280.88,840.21,440.67,0.003052626,0.798779933,0.801832558,0.198167442,0
1276,0,0,6.4,16,25.6,28,14,0,0,2,3,5,1395.8,810.85,584.95,0.043797556,0.530868158,0.574665714,0.425334286,0
1277,0,0,5.6,14,22.4,24.5,18.5,0,0,3,4.5,7.5,1409.2,808.2,601,0.249435212,0.276012492,0.525447703,0.474552297,0
1278,0,0,4.8,12,19.2,21,23,0,0,4,6,10,1395.14,795.27,599.87,0.454048688,0.098882436,0.552931124,0.447068876,0
1279,0,0,4,10,16,17.5,27.5,0,0,5,7.5,12.5,1508.71,804.46,704.25,0.550526749,0,0.550526749,0.449473251,0
1280,0,0,3.2,8,12.8,14,32,0,0,6,9,15,1654.51,826.77,827.74,0.478901816,0,0.478901816,0.521098184,0
1281,0,0,2.4,6,9.6,10.5,36.5,0,0,7,10.5,17.5,1778.85,786.38,992.47,0.471515917,0,0.471515917,0.528484083,0
1282,0,0,1.6,4,6.4,7,41,0,0,8,12,20,1881.79,865.64,1016.15,0.58095294,0,0.58095294,0.41904706,0
1283,0,0,0.8,2,3.2,3.5,45.5,0,0,9,13.5,22.5,1964.24,773.58,1190.66,0.825652143,0,0.825652143,0.174347857,0
1284,0,0,5.03,0,20.61,22.57,17.6,0,0,20.11,14.08,0,1838.28,803.42,1034.86,0.49471101,0.497837112,0.992548122,0.007451878,1
1285,0.022989902,0,4.527,6.917508633,18.64952485,21.25393577,15.84,0,2.018040845,18.099,12.672,0,1706.14,818.13,888.01,0.418904747,0.44651614,0.865420887,0.134579113,0
1286,0.045979804,0,4.024,13.83501727,16.6890497,19.93787154,14.08,0,4.03608169,16.088,11.264,0,1584.37,825.88,758.49,0.280756102,0.448727428,0.72948353,0.27051647,0
1287,0.068969707,0,3.521,20.7525259,14.72857456,18.6218073,12.32,0,6.054122535,14.077,9.856,0,1469.02,836.13,632.89,0.1865475,0.429195523,0.615743023,0.384256977,0
1288,0.091959609,0,3.018,27.67003453,12.76809941,17.30574307,10.56,0,8.072163381,12.066,8.448,0,1356.47,854.03,502.44,0.089569631,0.417840982,0.507410613,0.492589387,0
1289,0.114949511,0,2.515,34.58754316,10.80762426,15.98967884,8.8,0,10.09020423,10.055,7.04,0,1322.3,862.83,459.47,0.001383641,0.428334194,0.429717835,0.570282165,0
1290,0.137939413,0,2.012,41.5050518,8.84714911,14.67361461,7.04,0,12.10824507,8.044,5.632,0,1315.93,866.96,448.97,1.16E-05,0.51437783,0.514389383,0.485610617,0
1291,0.160929315,0,1.509,48.42256043,6.886673962,13.35755038,5.28,0,14.12628592,6.033,4.224,0,1282.7,933.03,349.67,0.209681261,0.517891202,0.727572463,0.272427537,0
1292,0.183919218,0,1.006,55.34006906,4.926198814,12.04148615,3.52,0,16.14432676,4.022,2.816,0,1296.7,1008.47,288.23,0.314389892,0.548127408,0.8625173,0.1374827,0
1293,0.20690912,0,0.503,62.25757769,2.965723666,10.72542191,1.76,0,18.16236761,2.011,1.408,0,1374.8,1130.3,244.5,0.422774649,0.527528083,0.950302731,0.049697269,1
1294,0,0,0,16.92068443,0,2.476866254,30.37054987,0,0,18.93688921,31.29501024,0,2137.03,1104.18,1032.85,0.829468659,0,0.829468659,0.170531341,0
1295,0,1.019533165,0,15.22861599,0,2.229179629,35.95395696,0.360004762,0,17.04320029,28.16550922,0,2150.19,1104.98,1045.21,0.913951168,0,0.913951168,0.086048832,0
1296,0,2.039066331,0,13.53654754,0,1.981493003,41.53736404,0.720009524,0,15.14951137,25.03600819,0,2153.58,1084.14,1069.44,0.99004687,0,0.99004687,0.00995313,1
1297,0,3.058599496,0,11.8444791,0,1.733806378,47.12077113,1.080014286,0,13.25582244,21.90650717,0,2145.82,1028.69,1117.13,0.990024911,0,0.990024911,0.009975089,1
1298,0,4.078132662,0,10.15241066,0,1.486119753,52.70417821,1.440019047,0,11.36213352,18.77700614,0,2125.62,1012.49,1113.13,0.990312669,0,0.990312669,0.009687331,1
1299,0,5.097665827,0,8.460342214,0,1.238433127,58.2875853,1.800023809,0,9.468444604,15.64750512,0,2091.36,1009.23,1082.13,0.990016373,0,0.990016373,0.009983627,1
1300,0,6.117198992,0,6.768273771,0,0.990746502,63.87099238,2.160028571,0,7.574755683,12.5180041,0,2040.49,1008.36,1032.13,0.990266964,0,0.990266964,0.009733036,1
1301,0,7.136732158,0,5.076205329,0,0.743059876,69.45439947,2.520033333,0,5.681066762,9.388503072,0,1968.96,1009.83,959.13,0.990465841,0,0.990465841,0.009534159,1
1302,0,8.156265323,0,3.384136886,0,0.495373251,75.03780656,2.880038095,0,3.787377841,6.259002048,0,1871.19,1015.06,856.13,0.990237059,0,0.990237059,0.009762941,1
1303,0,9.175798489,0,1.692068443,0,0.247686625,80.62121364,3.240042857,0,1.893688921,3.129501024,0,1751.47,1041.34,710.13,0.990140625,0,0.990140625,0.009859375,1
1304,0,0,4,0.64,16.4,18.16,20,0,0,24,16.8,0,1953.43,787.88,1165.55,0.658956526,0.325108141,0.984064667,0.015935333,1
1305,0,1.019533165,3.6,0.576,14.76,16.344,26.62046207,0.360004762,0,21.6,15.12,0,1967.73,787.42,1180.31,0.81137272,0.139364019,0.950736739,0.049263261,1
1306,0,2.039066331,3.2,0.512,13.12,14.528,33.24092415,0.720009524,0,19.2,13.44,0,1982.43,794.9,1187.53,0.840756243,0.030026048,0.870782291,0.129217709,0
1307,0,3.058599496,2.8,0.448,11.48,12.712,39.86138622,1.080014286,0,16.8,11.76,0,1990.46,814.51,1175.95,0.865349444,0,0.865349444,0.134650556,0
1308,0,4.078132662,2.4,0.384,9.84,10.896,46.48184829,1.440019047,0,14.4,10.08,0,1988.01,749.34,1238.67,0.900575007,0,0.900575007,0.099424993,0
1309,0,5.097665827,2,0.32,8.2,9.08,53.10231036,1.800023809,0,12,8.4,0,1972.41,750.79,1221.62,0.935999609,0,0.935999609,0.064000391,0
1310,0,6.117198992,1.6,0.256,6.56,7.264,59.72277244,2.160028571,0,9.6,6.72,0,1940.57,749.13,1191.44,0.961829317,0,0.961829317,0.038170683,1
1311,0,7.136732158,1.2,0.192,4.92,5.448,66.34323451,2.520033333,0,7.2,5.04,0,1888.29,751.08,1137.21,0.973135878,0,0.973135878,0.026864122,1
1312,0,8.156265323,0.8,0.128,3.28,3.632,72.96369658,2.880038095,0,4.8,3.36,0,1810.96,753.18,1057.78,0.983847653,0,0.983847653,0.016152347,1
1313,0,9.175798489,0.4,0.064,1.64,1.816,79.58415865,3.240042857,0,2.4,1.68,0,1718.6,864.09,854.51,0.989497614,0,0.989497614,0.010502386,1
1314,0,0,0,8.951024206,0,2.433339321,40.27972914,0,0,26.04574546,22.29016188,0,2308.02,1033.36,1274.66,0.988855975,0,0.988855975,0.011144025,1
1315,0,1.019533165,0,8.055921785,0,2.190005389,44.8722183,0.360004762,0,23.44117091,20.06114569,0,2297.08,1013.09,1283.99,0.979196868,0,0.979196868,0.020803132,1
1316,0,2.039066331,0,7.160819365,0,1.946671457,49.46470746,0.720009524,0,20.83659636,17.8321295,0,2277.67,997.81,1279.86,0.97437985,0,0.97437985,0.02562015,1
1317,0,3.058599496,0,6.265716944,0,1.703337525,54.05719662,1.080014286,0,18.23202182,15.60311332,0,2248.9,989.58,1259.32,0.975769289,0,0.975769289,0.024230711,1
1318,0,4.078132662,0,5.370614523,0,1.460003593,58.64968577,1.440019047,0,15.62744727,13.37409713,0,2209.7,987.96,1221.74,0.97906988,0,0.97906988,0.02093012,1
1319,0,5.097665827,0,4.475512103,0,1.216669661,63.24217493,1.800023809,0,13.02287273,11.14508094,0,2158.51,989.09,1169.42,0.982538714,0,0.982538714,0.017461286,1
1320,0,6.117198992,0,3.580409682,0,0.973335729,67.83466409,2.160028571,0,10.41829818,8.916064751,0,2092.79,991.96,1100.83,0.985354192,0,0.985354192,0.014645808,1
1321,0,7.136732158,0,2.685307262,0,0.730001796,72.42715325,2.520033333,0,7.813723637,6.687048564,0,2008.36,998.14,1010.22,0.98785881,0,0.98785881,0.01214119,1
1322,0,8.156265323,0,1.790204841,0,0.486667864,77.01964241,2.880038095,0,5.209149091,4.458032376,0,1899.16,1012.75,886.41,0.990087062,0,0.990087062,0.009912938,1
1323,0,9.175798489,0,0.895102421,0,0.243333932,81.61213157,3.240042857,0,2.604574546,2.229016188,0,1767.23,1167.14,600.09,0.990005009,0,0.990005009,0.009994991,1
1324,0,0,29.63700165,9.060160473,0,23.46699343,23.48937503,14.34646941,0,0,0,0,1147.28,888.56,258.72,0.231303684,0.090059501,0.321363185,0.678636815,0
1325,0,1.019533165,26.67330149,8.154144426,0,21.12029409,29.7608996,13.27182723,0,0,0,0,1117.74,832.99,284.75,0.492729225,0.086640951,0.579370177,0.420629823,0
1326,0,2.039066331,23.70960132,7.248128378,0,18.77359475,36.03242417,12.19718505,0,0,0,0,1133.88,764.32,369.56,0.769153835,0.099643702,0.868797537,0.131202463,0
1327,0,3.058599496,20.74590116,6.342112331,0,16.4268954,42.30394874,11.12254287,0,0,0,0,1135.56,755.28,380.28,0.778327086,0.008132397,0.786459483,0.213540517,0
1328,0,4.078132662,17.78220099,5.436096284,0,14.08019606,48.57547331,10.04790069,0,0,0,0,1110.73,908.61,202.12,0.833211954,0,0.833211954,0.166788046,0
1329,0,5.097665827,14.81850083,4.530080237,0,11.73349672,54.84699788,8.973258513,0,0,0,0,1073.84,907.31,166.53,0.894593527,0,0.894593527,0.105406473,0
1330,0,6.117198992,11.85480066,3.624064189,0,9.386797373,61.11852245,7.898616334,0,0,0,0,1213.07,900.77,312.3,0.934287951,0,0.934287951,0.065712049,0
1331,0,7.136732158,8.891100496,2.718048142,0,7.04009803,67.39004702,6.823974155,0,0,0,0,1353.52,901.56,451.96,0.962802419,0,0.962802419,0.037197581,1
1332,0,8.156265323,5.927400331,1.812032095,0,4.693398686,73.66157159,5.749331976,0,0,0,0,1479.67,905.38,574.29,0.981785494,0,0.981785494,0.018214506,1
1333,0,9.175798489,2.963700165,0.906016047,0,2.346699343,79.93309616,4.674689798,0,0,0,0,1589.19,1003.06,586.13,0.990047748,0,0.990047748,0.009952252,1
1334,0,0,0,21,0,26,36,0,17,0,0,0,1372.38,1122.9,249.48,0.552559382,0,0.552559382,0.447440618,0
1335,0,0,0,25,0,24,37,0,14,0,0,0,1404.78,1194.35,210.43,0.486528771,0,0.486528771,0.513471229,0
1336,0,0,0,29,0,20,36,0,15,0,0,0,1432.94,1223.14,209.8,0.341307835,0,0.341307835,0.658692165,0
1337,0,0,0,23,0,10,59,0,8,0,0,0,1193.97,996.89,197.08,0.867600531,0,0.867600531,0.132399469,0
1338,0,0,0,20,0,14,59,0,7,0,0,0,1192.87,987.9,204.97,0.783452053,0,0.783452053,0.216547947,0
1339,0,0,0,28,0,11,52,0,9,0,0,0,1316.65,995.88,320.77,0.713924527,0,0.713924527,0.286075473,0
1340,0,0,0,30,0,27,34,0,9,0,0,0,1433.68,1106.94,326.74,0.379528916,0,0.379528916,0.620471084,0
1341,0,0,0,21,0,24,35,0,20,0,0,0,1375.4,1123.29,252.11,0.488410742,0,0.488410742,0.511589258,0
1342,0,0,0,27,0,12,45,0,16,0,0,0,1389.48,986.89,402.59,0.320520461,0,0.320520461,0.679479539,0
1343,0,0,0,23,0,13,44,0,20,0,0,0,1380.7,985.77,394.93,0.238685897,0,0.238685897,0.761314103,0
1344,0,0,0,34,0,14,41,0,11,0,0,0,1447.51,986.56,460.95,0.290660598,0,0.290660598,0.709339402,0
1345,0,0,0,21,0,12,61,0,6,0,0,0,1179.17,993.9,185.27,0.764629312,0,0.764629312,0.235370688,0
1346,0,0,0,26,0,18,41,0,15,0,0,0,1406.22,984.91,421.31,0.36422736,0,0.36422736,0.63577264,0
1347,0,0,0,32,0,18,34,0,16,0,0,0,1448.28,1122.92,325.36,0.23041696,0,0.23041696,0.76958304,0
1348,0,0,0,34,0,10,43,0,13,0,0,0,1430.18,997.9,432.28,0.327886312,0,0.327886312,0.672113688,0
1349,0,0,0,36,0,14,37,0,13,0,0,0,1467.31,986.79,480.52,0.17235255,0,0.17235255,0.82764745,0
1350,0,0,0,20,0,36,35,0,9,0,0,0,1342.67,1107.55,235.12,0.643666102,0,0.643666102,0.356333898,0
1351,0,0,0,38,0,21,35,0,6,0,0,0,1485.17,1108.42,376.75,0.25468732,0,0.25468732,0.74531268,0
1352,0,0,0,33,0,25,32,0,10,0,0,0,1445.73,1103.53,342.2,0.246391346,0,0.246391346,0.753608654,0
1353,0,0,0,23,0,17,40,0,20,0,0,0,1394.86,983.51,411.35,0.29672842,0,0.29672842,0.70327158,0
1354,0,0,0,23,0,31,40,0,6,0,0,0,1381.74,1109.81,271.93,0.683387507,0,0.683387507,0.316612493,0
1355,0,0,0,30,0,35,30,0,5,0,0,0,1399.71,1102.22,297.49,0.113698551,0,0.113698551,0.886301449,0
1356,0,0,0,28,0,13,47,0,12,0,0,0,1376.49,987.88,388.61,0.457795623,0,0.457795623,0.542204377,0
1357,0,0,0,25,0,22,48,0,5,0,0,0,1346.85,985.67,361.18,0.755903954,0,0.755903954,0.244096046,0
1358,0,0,0,29,0,22,37,0,12,0,0,0,1432.75,1218.98,213.77,0.408153118,0,0.408153118,0.591846882,0
1359,0,0,0,36,0,14,45,0,5,0,0,0,1436.15,994.31,441.84,0.462800108,0,0.462800108,0.537199892,0
1360,0,0,0,33,0,21,37,0,9,0,0,0,1457.77,1221.65,236.12,0.356365083,0,0.356365083,0.643634917,0
1361,0,0,0,41,0,10,30,0,19,0,0,0,1472.3,1091.95,380.35,0.083785557,0,0.083785557,0.916214443,0
1362,0,0,0,23,0,19,50,0,8,0,0,0,1311.68,985.83,325.85,0.695737451,0,0.695737451,0.304262549,0
1363,0,0,0,21,0,31,33,0,15,0,0,0,1353.01,1105.51,247.5,0.545794768,0,0.545794768,0.454205232,0
1364,0,0,0,28,0,21,46,0,5,0,0,0,1388.04,985.94,402.1,0.657600797,0,0.657600797,0.342399203,0
1365,0,0,0,24,0,36,31,0,9,0,0,0,1356.3,1102.84,253.46,0.417573313,0,0.417573313,0.582426687,0
1366,0,0,0,34,0,14,40,0,12,0,0,0,1451.14,986.81,464.33,0.25411676,0,0.25411676,0.74588324,0
1367,0,0,0,20,0,20,48,0,12,0,0,0,1318.16,983.51,334.65,0.563026471,0,0.563026471,0.436973529,0
1368,0,0,0,22,0,26,46,0,6,0,0,0,1341.62,986.04,355.58,0.802733797,0,0.802733797,0.197266203,0
1369,0,0,0,22,0,20,49,0,9,0,0,0,1317.1,984.6,332.5,0.66804115,0,0.66804115,0.33195885,0
1370,0,0,0,25,0,24,45,0,6,0,0,0,1374.8,985.95,388.85,0.709978873,0,0.709978873,0.290021127,0
1371,0,0,0,32,0,22,34,0,12,0,0,0,1448.02,1107,341.02,0.297439382,0,0.297439382,0.702560618,0
1372,0,0,0,26,0,19,35,0,20,0,0,0,1415.35,1211.98,203.37,0.314361645,0,0.314361645,0.685638355,0
1373,0,0,0,46,0,18,31,0,5,0,0,0,1507.26,1090.38,416.88,0.01803449,0.015502718,0.033537208,0.966462792,0
1374,0,0,0,32,0,18,31,0,19,0,0,0,1439.53,1103.5,336.03,0.207644154,0,0.207644154,0.792355846,0
1375,0,0,0,22,0,10,49,0,19,0,0,0,1342.28,989.89,352.39,0.375082782,0,0.375082782,0.624917218,0
1376,0,0,0,23,0,22,49,0,6,0,0,0,1320.39,985.51,334.88,0.784882662,0,0.784882662,0.215117338,0
1377,0,0,0,26,0,18,51,0,5,0,0,0,1316.36,986.39,329.97,0.76309842,0,0.76309842,0.23690158,0
1378,0,0,0,20,0,25,43,0,12,0,0,0,1349.53,984.65,364.88,0.653108329,0,0.653108329,0.346891671,0
1379,0,0,0,22,0,27,46,0,5,0,0,0,1341.11,987.1,354.01,0.8317652,0,0.8317652,0.1682348,0
1380,0,0,0,27,0,27,39,0,7,0,0,0,1417.39,1111.31,306.08,0.570737421,0,0.570737421,0.429262579,0
1381,0,0,0,29,0,24,30,0,17,0,0,0,1409.91,1103.48,306.43,0.247902972,0,0.247902972,0.752097028,0
1382,0,0,0,45,0,15,30,0,10,0,0,0,1494.55,1090.37,404.18,0.051934392,0.022663479,0.07459787,0.92540213,0
1383,0,0,0,21,0,20,40,0,19,0,0,0,1379.13,983.51,395.62,0.392110649,0,0.392110649,0.607889351,0
1384,0,0,0,27,0,18,50,0,5,0,0,0,1336.65,987.26,349.39,0.725440699,0,0.725440699,0.274559301,0
1385,0,0,0,24,0,21,38,0,17,0,0,0,1400.31,1128.68,271.63,0.40307617,0,0.40307617,0.59692383,0
1386,0,0,0,30,0,15,48,0,7,0,0,0,1377.22,988.88,388.34,0.605775144,0,0.605775144,0.394224856,0
1387,0,0,0,26,0,10,49,0,15,0,0,0,1350.4,992.88,357.52,0.461823373,0,0.461823373,0.538176627,0
1388,0,0,0,39,0,12,35,0,14,0,0,0,1478.21,989.47,488.74,0.079686629,0,0.079686629,0.920313371,0
1389,0,0,0,39,0,17,36,0,8,0,0,0,1487.17,1209.05,278.12,0.212702786,0,0.212702786,0.787297214,0
1390,0,0,0,20,0,32,37,0,11,0,0,0,1353.96,1105.58,248.38,0.685066838,0,0.685066838,0.314933162,0
1391,0,0,0,22,0,35,32,0,11,0,0,0,1347.4,1102.68,244.72,0.514543819,0,0.514543819,0.485456181,0
1392,0,0,0,29,0,11,42,0,18,0,0,0,1416.27,987.88,428.39,0.221936705,0,0.221936705,0.778063295,0
1393,0,0,0,30,0,30,35,0,5,0,0,0,1436.67,1109.96,326.71,0.310454331,0,0.310454331,0.689545669,0
1394,0,0,0,22,0,15,48,0,15,0,0,0,1339.94,985.12,354.82,0.382304523,0,0.382304523,0.617695477,0
1395,0,0,0,37,0,21,31,0,11,0,0,0,1464.95,1102.11,362.84,0.078274646,0,0.078274646,0.921725354,0
1396,0,0,0,26,0,38,30,0,6,0,0,0,1360.82,1104.89,255.93,0.207693637,0,0.207693637,0.792306363,0
1397,0,0,0,26,0,18,37,0,19,0,0,0,1416.22,1074.93,341.29,0.289408246,0,0.289408246,0.710591754,0
1398,0,0,0,35,0,20,33,0,12,0,0,0,1462.5,1105.44,357.06,0.209606595,0,0.209606595,0.790393405,0
1399,0,0,0,37,0,15,39,0,9,0,0,0,1471.1,987.9,483.2,0.259338695,0,0.259338695,0.740661305,0
1400,0,0,0,22,0,16,51,0,11,0,0,0,1300.7,985.9,314.8,0.561349716,0,0.561349716,0.438650284,0
1401,0,0,0,29,0,27,33,0,11,0,0,0,1422.59,1102.8,319.79,0.369670258,0,0.369670258,0.630329742,0
1402,0,0,0,41,0,13,40,0,6,0,0,0,1484.4,994.82,489.58,0.259626015,0,0.259626015,0.740373985,0
1403,0,0,0,20,0,21,47,0,12,0,0,0,1326.02,983.51,342.51,0.581948401,0,0.581948401,0.418051599,0
1404,0,0,0,22,0,23,47,0,8,0,0,0,1334.85,985.62,349.23,0.72593153,0,0.72593153,0.27406847,0
1405,0,0,0,43,0,11,36,0,10,0,0,0,1493.18,995.88,497.3,0.088958758,0,0.088958758,0.911041242,0
1406,0,0,0,34,0,10,46,0,10,0,0,0,1408.8,1000.88,407.92,0.48704182,0,0.48704182,0.51295818,0
1407,0,0,0,39,0,23,31,0,7,0,0,0,1475.49,1102.12,373.37,0.01186313,0,0.01186313,0.98813687,0
1408,0,0,0,40,0,13,37,0,10,0,0,0,1484.65,989.29,495.36,0.151190223,0,0.151190223,0.848809777,0
1409,0,0,0,29,0,21,34,0,16,0,0,0,1430.03,1113.64,316.39,0.31759459,0,0.31759459,0.68240541,0
1410,0,0,0,30,0,16,46,0,8,0,0,0,1397.15,986.91,410.24,0.524128393,0,0.524128393,0.475871607,0
1411,0,0,0,42,0,14,37,0,7,0,0,0,1496.54,991.18,505.36,0.173089864,0,0.173089864,0.826910136,0
1412,0,0,0,27,0,31,35,0,7,0,0,0,1412.81,1108.68,304.13,0.478728888,0,0.478728888,0.521271112,0
1413,0,0,0,26,0,11,47,0,16,0,0,0,1369.6,989.89,379.71,0.378134084,0,0.378134084,0.621865916,0
1414,0,0,0,24,0,32,31,0,13,0,0,0,1364.51,1103.51,261,0.401333216,0,0.401333216,0.598666784,0
1415,0,0,0,21,0,39,35,0,5,0,0,0,1349.99,1109.66,240.33,0.584329055,0,0.584329055,0.415670945,0
1416,0,0,0,29,0,11,53,0,7,0,0,0,1304.35,997.88,306.47,0.808066721,0,0.808066721,0.191933279,0
1417,0,0,0,37,0,11,43,0,9,0,0,0,1446.28,997.9,448.38,0.372951522,0,0.372951522,0.627048478,0
1418,0,0,0,23,0,24,41,0,12,0,0,0,1382.62,985.88,396.74,0.579247767,0,0.579247767,0.420752233,0
1419,0,0,0,52,0,11,31,0,6,0,0,0,1517.58,1187.24,330.34,0.037580971,0.004599892,0.042180862,0.957819138,0
1420,0,0,0,42,0,16,36,0,6,0,0,0,1500.7,1136.87,363.83,0.181705982,0,0.181705982,0.818294018,0
1421,0,0,0,39,0,17,33,0,11,0,0,0,1481.83,1106.98,374.85,0.132943453,0,0.132943453,0.867056547,0
1422,0,0,0,29,0,11,46,0,14,0,0,0,1389.23,990.91,398.32,0.398004018,0,0.398004018,0.601995982,0
1423,0,0,0,29,0,12,41,0,18,0,0,0,1421.52,985.84,435.68,0.197870049,0,0.197870049,0.802129951,0
1424,0,0,0,45,0,13,33,0,9,0,0,0,1503.03,1118.69,384.34,0.039607706,0,0.039607706,0.960392294,0
1425,0,0,0,22,0,36,33,0,9,0,0,0,1352.57,1106.75,245.82,0.532860459,0,0.532860459,0.467139541,0
1426,0,0,0,22,0,21,44,0,13,0,0,0,1363.21,983.5,379.71,0.526992569,0,0.526992569,0.473007431,0
